분류,주성분코드,제품수,업체수,예시제품,주성분명
421,624801ATB,1,1,스티바가정40밀리그램(레고라페닙)_(40mg/1정),regorafenib hydrate (as regorafenib)
421,626001BIJ,1,1,캐싸일라주100밀리그램(트라스투주맙엠탄신)_(0.106g/1병),trastuzumab emtansine (as trastuzumab)
421,626002BIJ,1,1,캐싸일라주160밀리그램(트라스투주맙엠탄신)_(0.171g/1병),trastuzumab emtansine (as trastuzumab)
421,626101ATB,1,1,지오트립정20밀리그램(아파티닙이말레산염)_(29.56mg/1정),afatinib dimaleate (as afatinib)
421,626102ATB,1,1,지오트립정30밀리그램(아파티닙이말레산염)_(44.34mg/1정),afatinib dimaleate (as afatinib)
421,626103ATB,1,1,지오트립정40밀리그램(아파티닙이말레산염)_(59.12mg/1정),afatinib dimaleate (as afatinib)
421,627401ACS,1,1,엑스탄디연질캡슐40mg(엔잘루타마이드)_(40mg/1캡슐),enzalutamide
421,628001ACH,2,2,포말리킨캡슐1밀리그램(포말리도마이드)_(1mg/1캡슐),Pomalidomide
421,628002ACH,2,2,포말리킨캡슐2밀리그램(포말리도마이드)_(2mg/1캡슐),Pomalidomide
421,628003ACH,2,2,포말리킨캡슐3밀리그램(포말리도마이드)_(3mg/1캡슐),Pomalidomide
421,628004ACH,2,2,포말리킨캡슐4밀리그램(포말리도마이드)_(4mg/1캡슐),Pomalidomide
421,628101ACH,1,1,임브루비카캡슐140밀리그램(이브루티닙)_(0.14g/1캡슐),Ibrutinib
421,628901BIJ,1,1,"가싸이바주(오비누투주맙,유전자재조합)_(1g/40mL)",Obinutuzumab
421,633330BIJ,1,1,"여보이주50밀리그램/10밀리리터(이필리무맙,유전자재조합)_(50mg/10mL)",ipilimumab
421,633331BIJ,1,1,"여보이주200밀리그램/40밀리리터(이필리무맙,유전자재조합)_(0.2g/40mL)",ipilimumab
421,634401ACH,1,1,자이카디아캡슐150밀리그램(세리티닙)_(0.15g/1캡슐),Ceritinib
421,638401BIJ,1,1,"옵디보주100mg(니볼루맙,유전자재조합)_(0.1g/10mL)",nivolumab
421,638402BIJ,1,1,"옵디보주20mg(니볼루맙,유전자재조합)_(20mg/2mL)",nivolumab
421,638403BIJ,1,1,"옵디보주240mg(니볼루맙,유전자재조합)_(0.24g/24mL)",nivolumab
421,639001BIJ,1,1,"키트루다주(펨브롤리주맙,유전자재조합)_(0.1g/4mL)",pembrolizumab
421,639301BIJ,1,1,"사이람자주10밀리그램/밀리리터(라무시루맙,유전자재조합)_(0.1g/10mL)",ramucirumab
421,639302BIJ,1,1,"사이람자주10밀리그램/밀리리터(라무시루맙,유전자재조합)_(0.5g/50mL)",ramucirumab
421,643502ATB,1,1,린파자정150밀리그램(올라파립)_(0.15g/1정),olaparib
421,643503ATB,1,1,린파자정100밀리그램(올라파립)_(0.1g/1정),olaparib
421,645201ACH,1,1,렌비마캡슐4밀리그램(렌바티닙메실산염)_(4.9mg/1캡슐),lenvatinib mesylate (as lenvatinib)
421,645202ACH,1,1,렌비마캡슐10밀리그램(렌바티닙메실산염)_(12.25mg/1캡슐),lenvatinib mesylate (as lenvatinib)
421,645401ATB,1,1,매큐셀정2밀리그램(트라메티닙디메틸설폭시드)_(2.254mg/1정),trametinib dimethyl sulfoxide (as trametinib)
421,645402ATB,1,1,매큐셀정0.5밀리그램(트라메티닙디메틸설폭시드)_(0.5635mg/1정),trametinib dimethyl sulfoxide (as trametinib)
421,647701BIJ,1,1,"블린사이토주35마이크로그램(블리나투모맙, 유전자재조합)_(38.5μg/1병)",blinatumomab
421,647801BIJ,1,1,키프롤리스주60밀리그램(카르필조밉)_(61.8mg/1병),carfilzomib
421,647802BIJ,1,1,키프롤리스주30밀리그램(카르필조밉)_(32mg/1병),carfilzomib
421,647901BIJ,1,1,"실반트주100밀리그램(실툭시맙, 유전자재조합)_(0.1g/1병)",siltuximab
421,647902BIJ,1,1,"실반트주400밀리그램(실툭시맙, 유전자재조합)_(0.4g/1병)",siltuximab
421,652501ATB,1,1,타그리소정40밀리그램(오시머티닙메실산염)_(47.7mg/1정),osimertinib mesylate (as osimertinib)
421,652502ATB,1,1,타그리소정80밀리그램(오시머티닙메실산염)_(95.4mg/1정),osimertinib mesylate (as osimertinib)
421,655201ACH,1,1,입랜스캡슐75mg(팔보시클립)_(75mg/1캡슐),palbociclib
421,655201ATB,1,1,입랜스정75밀리그램(팔보시클립)_(75mg/1정),palbociclib
421,655202ACH,1,1,입랜스캡슐125mg(팔보시클립)_(0.125g/1캡슐),palbociclib
421,655202ATB,1,1,입랜스정125밀리그램(팔보시클립)_(0.125g/1정),palbociclib
421,655203ACH,1,1,입랜스캡슐100mg(팔보시클립)_(0.1g/1캡슐),palbociclib
421,655203ATB,1,1,입랜스정100밀리그램(팔보시클립)_(0.1g/1정),palbociclib
421,656201ACH,1,1,알레센자캡슐150밀리그램(알렉티닙염산염)_(0.16133g/1캡슐),alectinib hydrochloride (as alectinib)
421,657701BIJ,1,1,티쎈트릭주(아테졸리주맙)_(1.2g/20mL),atezolizumab
421,658801BIJ,1,1,잘트랩주25mg/mL(애플리버셉트)_(0.1g/4mL),aflibercept
421,658802BIJ,1,1,잘트랩주25mg/mL(애플리버셉트)_(0.2g/8mL),aflibercept
421,663101ACH,1,1,라핀나캡슐50밀리그램(다브라페닙메실산염)_(59.25mg/1캡슐),dabrafenib mesylate (as dabrafenib)
421,663102ACH,1,1,라핀나캡슐75밀리그램(다브라페닙메실산염)_(88.88mg/1캡슐),dabrafenib mesylate (as dabrafenib)
421,666002BIJ,1,1,오니바이드주(나노리포좀이리노테칸)_(43.3mg/10mL),nanoliposomal irinotecan hydrochloride (as irinotecan)
421,666401ATB,1,1,카보메틱스정60밀리그램(카보잔티닙)_(60mg/1정),cabozantinib s-malate (as cabozantinib)
421,666402ATB,1,1,카보메틱스정40밀리그램(카보잔티닙)_(40mg/1정),cabozantinib s-malate (as cabozantinib)
421,666403ATB,1,1,카보메틱스정20밀리그램(카보잔티닙)_(20mg/1정),cabozantinib s-malate (as cabozantinib)
421,667101BIJ,1,1,다잘렉스주(다라투무맙)_(0.1g/5mL),daratumumab
421,667102BIJ,1,1,다잘렉스주(다라투무맙)_(0.4g/20mL),daratumumab
421,669601ATB,1,1,아이클루시그정15밀리그램(포나티닙염산염)_(16.03mg/1정),ponatinib hydrochloride (as ponatinib)
421,669602ATB,1,1,아이클루시그정45밀리그램(포나티닙염산염)_(48.08mg/1정),ponatinib hydrochloride (as ponatinib)
421,675701ATB,1,1,알룬브릭정30밀리그램(브리가티닙)_(30mg/1정),brigatinib
421,675702ATB,1,1,알룬브릭정90밀리그램(브리가티닙)_(90mg/1정),brigatinib
421,675703ATB,1,1,알룬브릭정180밀리그램(브리가티닙)_(0.18g/1정),brigatinib
421,676501BIJ,1,1,베스폰사주(이노투주맙오조가마이신)_(1mg/1병),inotuzumab ozogamicin
421,676901BIJ,1,1,임핀지주(더발루맙)_(0.12g/2.4mL),durvalumab
421,676902BIJ,1,1,임핀지주(더발루맙)_(0.5g/10mL),durvalumab
421,678801BIJ,1,1,바벤시오주(아벨루맙)_(0.2g/10mL),avelumab
421,678901ACH,1,1,제줄라캡슐100밀리그램(니라파립토실산염일수화물)_(0.1594g/1캡슐),niraparib tosylate (as niraparib)
421,678901ATB,1,1,제줄라정100밀리그램(니라파립토실산염일수화물)_(0.1593g/1정),niraparib tosylate monohydrate (as niraparib)
421,680601ATB,1,1,벤클렉스타정10밀리그램(베네토클락스)_(10mg/1정),venetoclax
421,680602ATB,1,1,벤클렉스타정50밀리그램(베네토클락스)_(50mg/1정),venetoclax
421,680603ATB,1,1,벤클렉스타정100밀리그램(베네토클락스)_(0.1g/1정),venetoclax
421,681401ACH,1,1,닌라로캡슐2.3밀리그램(익사조밉시트레이트)_(3.29mg/1캡슐),ixazomib citrate (as ixazomib)
421,681402ACH,1,1,닌라로캡슐3밀리그램(익사조밉시트레이트)_(4.3mg/1캡슐),ixazomib citrate (as ixazomib)
421,681403ACH,1,1,닌라로캡슐4밀리그램(익사조밉시트레이트)_(5.7mg/1캡슐),ixazomib citrate (as ixazomib)
421,684201ATB,1,1,키스칼리정200밀리그램(리보시클립숙신산염)_(0.2g/1정),ribociclib succinate (as ribociclib)
421,686601ATB,1,1,버제니오정50밀리그램(아베마시클립)_(50mg/1정),abemaciclib
421,686602ATB,1,1,버제니오정100밀리그램(아베마시클립)_(0.1g/1정),abemaciclib
421,686603ATB,1,1,버제니오정150밀리그램(아베마시클립)_(0.15g/1정),abemaciclib
421,687801ATB,1,1,조스파타정40밀리그램(길테리티닙푸마르산염)_(44.2mg/1정),gilteritinib fumarate (as gilteritinib)
421,688601ACH,1,1,로즐리트렉캡슐100밀리그램(엔트렉티닙)_(0.1g/1캡슐),entrectinib
421,688602ACH,1,1,로즐리트렉캡슐200밀리그램(엔트렉티닙)_(0.2g/1캡슐),entrectinib
421,688901ACH,1,1,비트락비캡슐25밀리그램(라로트렉티닙황산염)_(30.7mg/1캡슐),larotrectinib sulfate(as larotrectinib)
421,688902ACH,1,1,비트락비캡슐100밀리그램(라로트렉티닙황산염)_(0.1229g/1캡슐),larotrectinib sulfate(as larotrectinib)
421,688903ALQ,1,1,비트락비액(라로트렉티닙황산염)_(2.46g/100mL),larotrectinib sulfate(as larotrectinib)
421,688904ALQ,1,1,비트락비액(라로트렉티닙황산염)_(1.23g/50mL),larotrectinib sulfate (as larotrectinib)
421,691601ATB,1,1,비짐프로정15밀리그램(다코미티닙수화물)_(15.576mg/1정),dacomitinib hydrate (as dacomitinib   15mg)
421,691602ATB,1,1,비짐프로정30밀리그램(다코미티닙수화물)_(31.153mg/1정),dacomitinib hydrate (as dacomitinib   30mg)
421,691603ATB,1,1,비짐프로정45밀리그램(다코미티닙수화물)_(46.729mg/1정),dacomitinib hydrate (as dacomitinib   45mg)
421,695101ATB,1,1,렉라자정80밀리그램(레이저티닙메실산염일수화물)_(96.48mg/1정),lazertinib mesylate
421,699701ATB,1,1,로비큐아정25밀리그램(롤라티닙)_(25mg/정),lorlatinib
421,699702ATB,1,1,로비큐아정100밀리그램(롤라티닙)_(0.1g/정),lorlatinib
421,701500BIJ,1,1,페스코피하주사600/600밀리그램(퍼투주맙/트라스투주맙)_(10mL),pertuzumab
421,701500BIJ,1,1,페스코피하주사600/600밀리그램(퍼투주맙/트라스투주맙)_(10mL),trastuzumab
421,701600BIJ,1,1,페스코피하주사1200/600밀리그램(퍼투주맙/트라스투주맙)_(15mL),pertuzumab
421,701600BIJ,1,1,페스코피하주사1200/600밀리그램(퍼투주맙/트라스투주맙)_(15mL),trastuzumab
421,702301ACH,1,1,비라토비캡슐75밀리그램(엔코라페닙)_(75mg/1캡슐),encorafenib
421,706201BIJ,2,1,킴리아주(티사젠렉류셀),tisagenlecleucel
421,707001ACH,1,1,브루킨사캡슐80밀리그램(자누브루티닙)_(80mg/1캡슐),zanubrutinib
421,708701ACH,1,1,인레빅캡슐(페드라티닙염산염수화물)_(0.1173g/1캡슐),fedratinib dihydrochloride monohydrate (as fedratinib)
421,711601ATB,1,1,셈블릭스정20밀리그램(애시미닙염산염)_(21.62mg/1정),asciminib hydrochloride (as asciminib)
421,711602ATB,1,1,셈블릭스정40밀리그램(애시미닙염산염)_(43.24mg/1정),asciminib hydrochloride (as asciminib)
421,713401BIJ,1,1,포텔리지오주20밀리그램(모가물리주맙)_(20mg/1병),mogamulizumab
421,713601BIJ,1,1,엔허투주100mg(트라스투주맙데룩스테칸)_(0.107g/1병),trastuzumab deruxtecan
421,715800BIJ,1,1,빅시오스리포좀주_(1병),cytarabine
421,715800BIJ,1,1,빅시오스리포좀주_(1병),daunorubicin hydrochloride (as daunorubicin)
421,716001ATB,1,1,얼리다정(아팔루타마이드)_(60mg/1정),apalutamide   
421,716601BIJ,1,1,젬퍼리주(도스탈리맙)_(0.5g/1병),dostarlimab
421,717701ATB,1,1,보술리프정100밀리그램(보수티닙일수화물)_(0.10340g/1정),bosutinib monohydrate (as bosutinib)
421,717702ATB,1,1,보술리프정400밀리그램(보수티닙일수화물)_(0.41360g/1정),bosutinib monohydrate (as bosutinib)
421,717703ATB,1,1,보술리프정500밀리그램(보수티닙일수화물)_(0.51698g/1정),bosutinib monohydrate (as bosutinib)
421,721201ATB,1,1,페마자이레정4.5밀리그램(페미가티닙)_(4.5mg/1정),pemigatinib
421,721202ATB,1,1,페마자이레정9밀리그램(페미가티닙)_(9mg/1정),pemigatinib
421,721203ATB,1,1,페마자이레정13.5밀리그램(페미가티닙)_(13.5mg/1정),pemigatinib
421,721401BIJ,1,1,트로델비주(사시투주맙고비테칸)_(0.2g/1병),sacituzumab govitecan
421,729701BIJ,1,1,테빔브라주100밀리그램(티슬렐리주맙)_(0.1g/1병),tislelizumab
421,733101ATB,1,1,엑스포비오정20밀리그램(셀리넥서)_(20mg/1정),selinexor
421,733200ATB,1,1,"아비테론듀오정500/2.5밀리그램(아비라테론,프레드니솔론)_(1정)",abiraterone acetate
421,733200ATB,1,1,"아비테론듀오정500/2.5밀리그램(아비라테론,프레드니솔론)_(1정)",prednisolone
421,735201BIJ,1,1,콰지바주4.5mg/mL(디누툭시맙베타)_(20.25mg/4.5mL),dinutuximab beta
421,740001ATB,1,1,텝메코정225밀리그램(테포티닙염산염수화물)_(0.25g/1정),
421,740601ACH,1,1,렌바닙캡슐4밀리그램(렌바티닙메실산염디메틸설폭시드)_(5.632mg/1캡슐),
421,740602ACH,1,1,렌바닙캡슐10밀리그램(렌바티닙메실산염디메틸설폭시드)_(14.08mg/1캡슐),
421,740603ACH,1,1,렌바닙캡슐12밀리그램(렌바티닙메실산염디메틸설폭시드)_(16.896mg/1캡슐),
429,114301BIJ,1,1,온코타이스주(비씨지StrainTice)_(12.5mg/1병),BCG strain tice
429,243001ACS,1,1,베사노이드연질캡슐10밀리그램(트레티노인)_(10mg/1캡슐),tretinoin
429,348101ACH,3,3,아나리드캡슐 0.5밀리그램(아나그렐리드염산염)_(0.61mg/1캡슐),anagrelide hydrochloride (as anagrelide)
429,348102ACH,2,2,아나리드캡슐1밀리그램(아나그렐리드염산염)_(1.22mg/1캡슐),anagrelide hydrochloride (as anagrelide)
429,697901ACH,1,1,코셀루고캡슐25밀리그램(셀루메티닙황산염)_(30.25mg/1캡슐),selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumetinib)selumetinib hydrogen sulfate (as selumet
429,697902ACH,1,1,코셀루고캡슐10밀리그램(셀루메티닙황산염)_(12.10mg/1캡슐),selumetinib hydrogen sulfate (as selumetinib)
431,188801BIJ,1,1,테크네엠디피키트주사(메드론산)_(7.5mg/1병),
431,368401BIJ,6,5,유니텍과테크네튬산나트륨(99mTc)주사액제너레이터,sodium pertechnetate(Tc-99m)
431,368501BIJ,2,2,다이이치염화탈륨(201TI)주사액,thallium chloride(Tl-201)
431,368610ACH,2,2,이메딕스치료용요오드화 나트륨(I-131)캡슐_(3.7GBq(100mCi)/1캡슐),sodium iodide(I-131)
431,368612ACH,1,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(7.4GBq(200mCi)/1캡슐)",sodium iodide(I-131)
431,368613ACH,2,2,이메딕스치료용요오드화 나트륨(I-131)캡슐_(1.11GBq(30mCi)/1캡슐),sodium iodide(I-131)
431,368614ACH,2,2,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(1.85GBq(50mCi)/1캡슐)",sodium iodide(I-131)
431,368616ALQ,1,1,유니텍요오드화나트륨(131I)액,sodium iodide(I-131)
431,368617ACH,2,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(5.55GBq(150mCi)/1캡슐)",sodium iodide(I-131)
431,368621ACH,1,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(2.22GBq(60mCi)/1캡슐)",sodium iodide(I-131)
431,368627ACH,1,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(2.96GBq(80mCi)/1캡슐)",sodium iodide(I-131)
431,368628ALQ,1,1,한국원자력의학원요오드화나트륨(123Ⅰ)액,sodium iodide(I-123)
431,368628BIJ,1,1,원자력의학원요오드화나트륨(123Ⅰ)주사액,sodium iodide(I-123)
431,368639ACH,2,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(4.44GBq(120mCi)/1캡슐)",sodium iodide(I-131)
431,368641ACH,2,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(4.81GBq(130mCi)/1캡슐)",sodium iodide(I-131)
431,368647ACH,2,1,"유니텍요오드화나트륨(131I)캡슐(수출용:요오드화나트륨30호, 요오드화나트륨50호)_(6.66GBq(180mCi)/1캡슐)",sodium iodide(I-131)
431,368656ACH,2,1,이메딕스치료용요오드화 나트륨(I-131)캡슐_(5.5GBq(148.6mCi)/1캡슐),sodium iodide(I-131)
431,368701BIJ,1,1,마이오뷰주사(설포살리실산테트로포스민)_(0.49mg/1병),
431,368901BIJ,1,1,스타빌라이지드세레텍주(엑사메타짐)_(0.5mg/1병),
431,369000BIJ,1,1,뉴롤라이트_(1병),bicisate 2hydrochloride
431,369000BIJ,1,1,뉴롤라이트_(1병),sodium edetate
431,369101BIJ,3,3,스테미시스주(테트라키스(2-메톡시이소부틸이소니트릴)구리(I)테트라플루오로보레이트)_(1mg/1병),
431,369401BIJ,1,1,테크네디엠에스에이키트주사(디메르캅토숙신산)_(1.4mg/1병),dimercaptosuccinic acid
431,369403BIJ,1,1,테크네스캔디엠에스에이주(디메르캅토숙신산)_(1.2mg/1병),dimercaptosuccinic acid
431,369501BIJ,1,1,테크네디티피에이키트주사(펜테트산)_(20mg/1병),pentetic acid
431,369503BIJ,1,1,테크네스캔디티피에이주(펜테트산)_(20.8mg/1병),pentetic acid
431,369601BIJ,1,1,테크네스캔매그3주(베티아티드)_(1mg/1팩),
431,369901BIJ,1,1,테크네피로인산키트주사(피로인산나트륨)_(20mg/1병),sodium pyrophosphate
431,370002BIJ,1,1,테크네피친산키트주사(피친산나트륨)_(2.9mg/1병),sodium phytate
431,382301BIJ,1,1,테크네스캔에치디피주(옥시드론산나트륨)_(3mg/1병),oxidronate sodium
431,418700BIJ,2,1,옥트레오스캔주사(인듐펜테트레오티드(111In)주사액)_(3.3mCi),indium chloride(111In)
431,418700BIJ,2,1,옥트레오스캔주사(인듐펜테트레오티드(111In)주사액)_(3.3mCi),pentetreotide
431,428201BIJ,1,1,아도스테롤(131I)주사액(요오디네이티트(131I)노르콜레스테롤)_(0.037GBq(1mCi)/1mL),6β-iodomethyl-19-norcholest-5(10)-en-3β-ol(I-131)
431,430401BIJ,1,1,한국원자력의학원메타요오드벤질구아니딘123Ⅰ주사액(3-요오도벤질구아니딘(123Ⅰ액)),metaiodobenzylguanidine(I-123)
431,448801BIJ,1,1,"테세오스주(3,3-디포스포노-1,2-프로판디카르복실산나트륨)_(13mg/1병)","3,3-diphosphono-1,2-propanedicarboxylate tetrasodium"
431,472703BIJ,1,1,"캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 3704MBq(100mCi)/1병)",3-iodobenzylguanidine(131I)
431,472705BIJ,1,1,"캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 1852MBq(50mCi)/1병)",3-iodobenzylguanidine(131I)
431,472706BIJ,1,1,"캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 7406MBq(200mCi)/1병)",3-iodobenzylguanidine(131I)
431,472707BIJ,1,1,"캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 1110MBq(30mCi)/1병)",3-iodobenzylguanidine(131I)
431,472708BIJ,1,1,"캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 5556MBq(150mCi)/1병)",3-iodobenzylguanidine(131I)
431,472709BIJ,1,1,"캐리엠아이비지(131I)주사액_(3-요오도벤질구아니딘(131I), 37MBq(1mCi)/1병)",3-iodobenzylguanidine(131I)
431,482501BIJ,19,16,제주대학교병원에프디지주사액(2-데옥시-2-플루오로-D-글루코스(18F)액),2-deoxy-2-fluoro-D-glucose (18F) injection
431,490201BIJ,1,1,셀비온메브로페닌주(메브로페닌)_(45mg/1병),Mebrofenin
431,648001BIJ,1,1,도파체크주사(에프도파(18F)액),fluorodopa (18F)
