substance_code,preferred_label_ko,preferred_label_en,atc_codes,representative_label
692500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
693000ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
701700ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
701800ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
701900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
702000ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
702100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
702200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
708900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
709700ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
709800ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
709900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
710000ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
710100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
710200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
712200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
712300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
712400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
712500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
719800ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
719900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
726400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
726500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
305900ACH,,Liver therapy,A05BA,Liver therapy
427800ACH,,Liver therapy,A05BA,Liver therapy
454600CDS,,Medicated dressings with antiinfectives,D09AA,Medicated dressings with antiinfectives
621701ATB,,OTHER DRUGS FOR ACID RELATED DISORDERS,A02X,OTHER DRUGS FOR ACID RELATED DISORDERS
621702ATB,,OTHER DRUGS FOR ACID RELATED DISORDERS,A02X,OTHER DRUGS FOR ACID RELATED DISORDERS
674500ATB,,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
698300ALQ,,Oral rehydration salt formulations,A07CA,Oral rehydration salt formulations
713200ATR,,Other centrally acting agents,M03BX,Other centrally acting agents
499700AGN,,Other diagnostic agents,V04CX,Other diagnostic agents
257900ATB,,Other drugs for functional gastrointestinal disorders,A03AX,Other drugs for functional gastrointestinal disorders
314900BIJ,,Other drugs for functional gastrointestinal disorders,A03AX,Other drugs for functional gastrointestinal disorders
249202CIS,,Other irrigating solutions,B05CX,Other irrigating solutions
539200COS,,Other ophthalmologicals,S01XA,Other ophthalmologicals
539300COS,,Other ophthalmologicals,S01XA,Other ophthalmologicals
490331ASY,,Other respiratory system products,R07AX,Other respiratory system products
683700ASY,,Other respiratory system products,R07AX,Other respiratory system products
687100ASY,,Other respiratory system products,R07AX,Other respiratory system products
355200CIS,,Other surgical aids,S01KX,Other surgical aids
430000CLQ,,Other surgical aids,S01KX,Other surgical aids
299100AGN,,Other urologicals,G04BX,Other urologicals
485301CDS,,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
485302CDS,,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
485304CDS,,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
645601CSS,,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
434700ATB,,PROTEIN SUPPLEMENTS,V06B,PROTEIN SUPPLEMENTS
687200ATR,,Platelet aggregation inhibitors excl. heparin,B01AC,Platelet aggregation inhibitors excl. heparin
684100ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
694400ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
694500ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
706100ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
708000ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
719500ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
719600ATB,,Proton pump inhibitors,A02BC,Proton pump inhibitors
659200ATB,,Selective estrogen receptor modulators,G03XC,Selective estrogen receptor modulators
698200ATB,,Selective estrogen receptor modulators,G03XC,Selective estrogen receptor modulators
328200BIJ,,Solutions producing osmotic diuresis,B05BC,Solutions producing osmotic diuresis
354500BIJ,,Solutions producing osmotic diuresis,B05BC,Solutions producing osmotic diuresis
372201CLQ,,"Solvents and diluting agents, incl. irrigating solutions",V07AB,"Solvents and diluting agents, incl. irrigating solutions"
369000BIJ,,Technetium (99mTc) compounds,V09AA,Technetium (99mTc) compounds
408501DMS,,Technical disinfectants,V07AV,Technical disinfectants
485102CLQ,,Technical disinfectants,V07AV,Technical disinfectants
388801BIJ,,Tests for allergic diseases,V04CL,Tests for allergic diseases
301500ATB,,Vitamin B-complex with vitamin C,A11EB,Vitamin B-complex with vitamin C
317000BIJ,,Vitamins,B05XC,Vitamins
110702ATB,,acetylsalicylic acid,N02BA01,acetylsalicylic acid
102937CCM,,aciclovir,D06BB03,aciclovir
658500CCM,,"aciclovir, combinations",D06BB53,"aciclovir, combinations"
489931BIJ,,alanyl glutamine,B05XB02,alanyl glutamine
468000ATE,,alendronic acid and colecalciferol,M05BB03,alendronic acid and colecalciferol
104730BIJ,,alfentanil,N01AH02,alfentanil
294300ACS,,"alverine, combinations",A03AX58,"alverine, combinations"
107139BIJ,,amino acids,B05BA01,amino acids
107140BIJ,,amino acids,B05BA01,amino acids
107141BIJ,,amino acids,B05BA01,amino acids
107142BIJ,,amino acids,B05BA01,amino acids
107143BIJ,,amino acids,B05BA01,amino acids
107144BIJ,,amino acids,B05BA01,amino acids
107145BIJ,,amino acids,B05BA01,amino acids
107148BIJ,,amino acids,B05BA01,amino acids
107152BIJ,,amino acids,B05BA01,amino acids
107155BIJ,,amino acids,B05BA01,amino acids
107156BIJ,,amino acids,B05BA01,amino acids
107158BIJ,,amino acids,B05BA01,amino acids
107159BIJ,,amino acids,B05BA01,amino acids
107160BIJ,,amino acids,B05BA01,amino acids
422400BIJ,,amino acids,B05BA01,amino acids
464500BIJ,,amino acids,B05BA01,amino acids
731300BIJ,,amino acids,B05BA01,amino acids
107301ATB,,aminophylline,R03DA05,aminophylline
107330BIJ,,aminophylline,R03DA05,aminophylline
517801BIJ,,anakinra,L04AC03,anakinra
173930BIJ,,anti-D (rh) immunoglobulin,J06BB01,anti-D (rh) immunoglobulin
173931BIJ,,anti-D (rh) immunoglobulin,J06BB01,anti-D (rh) immunoglobulin
616200ATB,,artesunate and pyronaridine,P01BF06,artesunate and pyronaridine
450200BIJ,,"articaine, combinations",N01BB58,"articaine, combinations"
513200BIJ,,"articaine, combinations",N01BB58,"articaine, combinations"
110405ATB,,ascorbic acid (vit C),A11GA01,ascorbic acid (vit C)
110430BIJ,,ascorbic acid (vit C),A11GA01,ascorbic acid (vit C)
110431BIJ,,ascorbic acid (vit C),A11GA01,ascorbic acid (vit C)
646700ATB,,atazanavir and cobicistat,J05AR15,atazanavir and cobicistat
262100ATB,,atenolol and other diuretics,C07CB03,atenolol and other diuretics
694000ACS,,atorvastatin and omega-3 fatty acids,C10BA08,atorvastatin and omega-3 fatty acids
706300ATB,,"atorvastatin, amlodipine and candesartan",C10BX19,"atorvastatin, amlodipine and candesartan"
706400ATB,,"atorvastatin, amlodipine and candesartan",C10BX19,"atorvastatin, amlodipine and candesartan"
706500ATB,,"atorvastatin, amlodipine and candesartan",C10BX19,"atorvastatin, amlodipine and candesartan"
706600ATB,,"atorvastatin, amlodipine and candesartan",C10BX19,"atorvastatin, amlodipine and candesartan"
706700ATB,,"atorvastatin, amlodipine and candesartan",C10BX19,"atorvastatin, amlodipine and candesartan"
111830BIJ,,atropine,A03BA01,atropine
111831BIJ,,atropine,A03BA01,atropine
494001APD,,betaine,A16AA06,betaine
116401ATB,,betamethasone,H02AB01,betamethasone
547100CCM,,betamethasone and antibiotics,D07CC01,betamethasone and antibiotics
547400CCM,,betamethasone and antibiotics,D07CC01,betamethasone and antibiotics
549300CCM,,betamethasone and antibiotics,D07CC01,betamethasone and antibiotics
657500CCM,,betamethasone and antibiotics,D07CC01,betamethasone and antibiotics
469800ATB,,bisoprolol and thiazides,C07BB07,bisoprolol and thiazides
469900ATB,,bisoprolol and thiazides,C07BB07,bisoprolol and thiazides
470000ATB,,bisoprolol and thiazides,C07BB07,bisoprolol and thiazides
800900COS,,"brinzolamide, combinations",S01EC54,"brinzolamide, combinations"
120131BIJ,,bupivacaine,N01BB01,bupivacaine
549700CCM,,"calcipotriol, combinations",D05AX52,"calcipotriol, combinations"
549700CEN,,"calcipotriol, combinations",D05AX52,"calcipotriol, combinations"
549700COM,,"calcipotriol, combinations",D05AX52,"calcipotriol, combinations"
549800CCM,,"calcipotriol, combinations",D05AX52,"calcipotriol, combinations"
549800COM,,"calcipotriol, combinations",D05AX52,"calcipotriol, combinations"
800500CCM,,"calcipotriol, combinations",D05AX52,"calcipotriol, combinations"
122202BIJ,,calcium gluconate,B05XA19,calcium gluconate
652900ATB,,candesartan and amlodipine,C09DB07,candesartan and amlodipine
653000ATB,,candesartan and amlodipine,C09DB07,candesartan and amlodipine
653100ATB,,candesartan and amlodipine,C09DB07,candesartan and amlodipine
142703BIJ,,carbohydrates,B05BA03,carbohydrates
142706BIJ,,carbohydrates,B05BA03,carbohydrates
142708BIJ,,carbohydrates,B05BA03,carbohydrates
142709BIJ,,carbohydrates,B05BA03,carbohydrates
142710BIJ,,carbohydrates,B05BA03,carbohydrates
142711BIJ,,carbohydrates,B05BA03,carbohydrates
142712BIJ,,carbohydrates,B05BA03,carbohydrates
142713BIJ,,carbohydrates,B05BA03,carbohydrates
142714BIJ,,carbohydrates,B05BA03,carbohydrates
142715BIJ,,carbohydrates,B05BA03,carbohydrates
142717BIJ,,carbohydrates,B05BA03,carbohydrates
142718BIJ,,carbohydrates,B05BA03,carbohydrates
142719BIJ,,carbohydrates,B05BA03,carbohydrates
142720BIJ,,carbohydrates,B05BA03,carbohydrates
142728BIJ,,carbohydrates,B05BA03,carbohydrates
142733BIJ,,carbohydrates,B05BA03,carbohydrates
142734BIJ,,carbohydrates,B05BA03,carbohydrates
230301BIJ,,carbohydrates,B05BA03,carbohydrates
123734BIJ,,carboplatin,L01XA02,carboplatin
326500BIS,,cardioplegia solutions,B05XA16,cardioplegia solutions
125238ASY,,cefaclor,J01DC04,cefaclor
127204BIJ,,cefotetan,J01DC05,cefotetan
127930ASY,,cefpodoxime,J01DD13,cefpodoxime
128501BIJ,,ceftezole,J01DB12,ceftezole
128503BIJ,,ceftezole,J01DB12,ceftezole
659700BIJ,,ceftolozane and beta-lactamase inhibitor,J01DI54,ceftolozane and beta-lactamase inhibitor
128807BIJ,,ceftriaxone,J01DD04,ceftriaxone
129001BIJ,,cefuroxime,J01DC02,cefuroxime
131905ATB,,chlorpromazine,N05AA01,chlorpromazine
131908ATB,,chlorpromazine,N05AA01,chlorpromazine
532000ASY,,clenbuterol and ambroxol,R03CC63,clenbuterol and ambroxol
532100ASY,,clenbuterol and ambroxol,R03CC63,clenbuterol and ambroxol
255800ATB,,clidinium and psycholeptics,A03CA02,clidinium and psycholeptics
136201ATB,,clomifene,G03GB02,clomifene
634101BIJ,,coagulation factor XIII,B02BD07,coagulation factor XIII
313400ACH,,codeine and other non-opioid analgesics,N02AJ09,codeine and other non-opioid analgesics
686700ATB,,"colecalciferol, combinations",A11CC55,"colecalciferol, combinations"
324100BIS,,combinations,B05CX10,combinations
420500CLQ,,combinations,B02BC30,combinations
422500BIJ,,combinations,B05BA10,combinations
443600ATB,,combinations,R05CB10,combinations
452200BIJ,,combinations,B05BA10,combinations
455300BIJ,,combinations,B05BA10,combinations
475600BIJ,,combinations,B05BA10,combinations
475700BIJ,,combinations,B05BA10,combinations
489700ACR,,combinations,B01AC30,combinations
498900ATB,,combinations,B01AC30,combinations
505100BIJ,,combinations,B05BA10,combinations
505200BIJ,,combinations,B05BA10,combinations
505300BIJ,,combinations,B05BA10,combinations
513400BIJ,,combinations,B05BA10,combinations
517900ACE,,combinations,B01AC30,combinations
517900ATE,,combinations,B01AC30,combinations
524200BIJ,,combinations,B05BA10,combinations
524300BIJ,,combinations,B05BA10,combinations
524400BIJ,,combinations,B05BA10,combinations
524500BIJ,,combinations,B05BA10,combinations
524600BIJ,,combinations,B05BA10,combinations
526700BIJ,,combinations,B05BA10,combinations
532900ASY,,combinations,R05CB10,combinations
533000ASY,,combinations,R05CB10,combinations
568400CLQ,,combinations,B02BC30,combinations
598900BIJ,,combinations,B05BA10,combinations
607900BIJ,,combinations,B05BA10,combinations
619800BIJ,,combinations,B05BA10,combinations
635400BIJ,,combinations,B05BA10,combinations
635500BIJ,,combinations,B05BA10,combinations
636600BIJ,,combinations,B05BA10,combinations
666300CLQ,,combinations,B02BC30,combinations
667500ACE,,combinations,B01AC30,combinations
684000ASY,,combinations,R05CB10,combinations
712100BIJ,,combinations,B05BA10,combinations
713700CLQ,,combinations,B02BC30,combinations
713800CLQ,,combinations,B02BC30,combinations
727200BIJ,,combinations,B05BA10,combinations
728600BIJ,,combinations,B05BA10,combinations
728700BIJ,,combinations,B05BA10,combinations
728800BIJ,,combinations,B05BA10,combinations
